3,5,1,3
3,5,2,3
3,5,3,3
3,5,4,3
3,5,5,3
3,2,10,3
3,4,10,3
3,6,10,3
3,8,10,3
3,10,10,3
3,12,10,3
2,5,10,3
3,5,10,3
4,5,10,3
5,5,10,3
